uf,tipo_doenca,local_obito,faixa_etaria,sexo,total
PA,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
PA,SEPTICEMIA,HOSPITAL,"30 - 39",F,48
PA,SEPTICEMIA,HOSPITAL,"30 - 39",M,66
PA,SEPTICEMIA,OUTRO,"30 - 39",M,2
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PA,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
PA,SEPTICEMIA,VIA_PUBLICA,"30 - 39",F,2
PA,SRAG,DOMICILIO,"30 - 39",F,1
PA,SRAG,DOMICILIO,"30 - 39",M,3
PA,SRAG,HOSPITAL,"30 - 39",F,15
PA,SRAG,HOSPITAL,"30 - 39",M,11
PB,OUTRAS,DOMICILIO,"30 - 39",F,46
PB,OUTRAS,DOMICILIO,"30 - 39",M,95
PB,OUTRAS,HOSPITAL,"30 - 39",F,92
PB,OUTRAS,HOSPITAL,"30 - 39",M,143
PB,OUTRAS,OUTRO,"30 - 39",F,2
PB,OUTRAS,OUTRO,"30 - 39",M,23
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
PB,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
PB,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
PB,OUTRAS,VIA_PUBLICA,"30 - 39",M,43
PB,COVID,DOMICILIO,"30 - 39",F,1
PB,COVID,DOMICILIO,"30 - 39",M,1
PB,COVID,HOSPITAL,"30 - 39",F,27
PB,COVID,HOSPITAL,"30 - 39",M,65
PB,COVID,OUTRO,"30 - 39",M,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PB,COVID,POSTO_SAUDE,"30 - 39",M,1
PB,COVID,VIA_PUBLICA,"30 - 39",M,1
PB,INDETERMINADA,DOMICILIO,"30 - 39",F,1
PB,INDETERMINADA,DOMICILIO,"30 - 39",M,3
PB,INDETERMINADA,HOSPITAL,"30 - 39",F,3
PB,INDETERMINADA,HOSPITAL,"30 - 39",M,1
PB,INDETERMINADA,OUTRO,"30 - 39",M,1
PB,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,INDETERMINADA,POSTO_SAUDE,"30 - 39",F,1
PB,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,6
PB,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,21
PB,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,26
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PB,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PB,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PB,PNEUMONIA,DOMICILIO,"30 - 39",F,1
PB,PNEUMONIA,DOMICILIO,"30 - 39",M,2
PB,PNEUMONIA,HOSPITAL,"30 - 39",F,27
PB,PNEUMONIA,HOSPITAL,"30 - 39",M,38
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
PB,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PB,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
PB,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
PB,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
PB,SEPTICEMIA,HOSPITAL,"30 - 39",F,25
PB,SEPTICEMIA,HOSPITAL,"30 - 39",M,41
PB,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PB,SRAG,HOSPITAL,"30 - 39",F,5
PB,SRAG,HOSPITAL,"30 - 39",M,7
PE,OUTRAS,DOMICILIO,"30 - 39",F,88
PE,OUTRAS,DOMICILIO,"30 - 39",M,227
PE,OUTRAS,HOSPITAL,"30 - 39",F,241
PE,OUTRAS,HOSPITAL,"30 - 39",M,450
PE,OUTRAS,IGNORADO,"30 - 39",M,16
PE,OUTRAS,OUTRO,"30 - 39",F,15
PE,OUTRAS,OUTRO,"30 - 39",M,111
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,13
PE,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,31
PE,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
PE,OUTRAS,VIA_PUBLICA,"30 - 39",F,35
PE,OUTRAS,VIA_PUBLICA,"30 - 39",M,237
PE,COVID,HOSPITAL,"30 - 39",F,90
PE,COVID,HOSPITAL,"30 - 39",M,121
PE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
PE,INDETERMINADA,DOMICILIO,"30 - 39",F,2
PE,INDETERMINADA,DOMICILIO,"30 - 39",M,6
PE,INDETERMINADA,HOSPITAL,"30 - 39",F,2
PE,INDETERMINADA,HOSPITAL,"30 - 39",M,8
PE,INDETERMINADA,OUTRO,"30 - 39",F,1
PE,INDETERMINADA,OUTRO,"30 - 39",M,3
PE,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,2
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,12
PE,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,39
PE,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,42
PE,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PE,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
PE,PNEUMONIA,DOMICILIO,"30 - 39",F,2
PE,PNEUMONIA,DOMICILIO,"30 - 39",M,8
PE,PNEUMONIA,HOSPITAL,"30 - 39",F,36
PE,PNEUMONIA,HOSPITAL,"30 - 39",M,68
PE,PNEUMONIA,IGNORADO,"30 - 39",M,1
PE,PNEUMONIA,OUTRO,"30 - 39",F,1
PE,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
PE,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,1
PE,SEPTICEMIA,DOMICILIO,"30 - 39",F,8
PE,SEPTICEMIA,DOMICILIO,"30 - 39",M,4
PE,SEPTICEMIA,HOSPITAL,"30 - 39",F,109
PE,SEPTICEMIA,HOSPITAL,"30 - 39",M,144
PE,SEPTICEMIA,IGNORADO,"30 - 39",M,1
PE,SEPTICEMIA,OUTRO,"30 - 39",M,1
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PE,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PE,SRAG,DOMICILIO,"30 - 39",F,2
PE,SRAG,DOMICILIO,"30 - 39",M,3
PE,SRAG,HOSPITAL,"30 - 39",F,44
PE,SRAG,HOSPITAL,"30 - 39",M,69
PE,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PE,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
PE,SRAG,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,DOMICILIO,"30 - 39",F,26
PI,OUTRAS,DOMICILIO,"30 - 39",M,45
PI,OUTRAS,HOSPITAL,"30 - 39",F,49
PI,OUTRAS,HOSPITAL,"30 - 39",M,62
PI,OUTRAS,IGNORADO,"30 - 39",M,1
PI,OUTRAS,OUTRO,"30 - 39",F,2
PI,OUTRAS,OUTRO,"30 - 39",M,7
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PI,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
PI,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
PI,OUTRAS,VIA_PUBLICA,"30 - 39",M,14
PI,COVID,HOSPITAL,"30 - 39",F,23
PI,COVID,HOSPITAL,"30 - 39",M,26
PI,INDETERMINADA,DOMICILIO,"30 - 39",M,4
PI,INDETERMINADA,HOSPITAL,"30 - 39",F,1
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
PI,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,18
PI,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,20
PI,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PI,PNEUMONIA,HOSPITAL,"30 - 39",F,7
PI,PNEUMONIA,HOSPITAL,"30 - 39",M,23
PI,PNEUMONIA,OUTRO,"30 - 39",F,1
PI,SEPTICEMIA,DOMICILIO,"30 - 39",F,2
PI,SEPTICEMIA,DOMICILIO,"30 - 39",M,2
PI,SEPTICEMIA,HOSPITAL,"30 - 39",F,19
PI,SEPTICEMIA,HOSPITAL,"30 - 39",M,28
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PI,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PI,SRAG,HOSPITAL,"30 - 39",F,1
PI,SRAG,HOSPITAL,"30 - 39",M,1
PR,OUTRAS,DOMICILIO,"30 - 39",F,65
PR,OUTRAS,DOMICILIO,"30 - 39",I,1
PR,OUTRAS,DOMICILIO,"30 - 39",M,215
PR,OUTRAS,HOSPITAL,"30 - 39",F,249
PR,OUTRAS,HOSPITAL,"30 - 39",M,379
PR,OUTRAS,IGNORADO,"30 - 39",M,1
PR,OUTRAS,OUTRO,"30 - 39",F,19
PR,OUTRAS,OUTRO,"30 - 39",M,122
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,19
PR,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,27
PR,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
PR,OUTRAS,VIA_PUBLICA,"30 - 39",F,20
PR,OUTRAS,VIA_PUBLICA,"30 - 39",M,194
PR,COVID,DOMICILIO,"30 - 39",F,1
PR,COVID,DOMICILIO,"30 - 39",M,3
PR,COVID,HOSPITAL,"30 - 39",F,90
PR,COVID,HOSPITAL,"30 - 39",M,144
PR,COVID,OUTRO,"30 - 39",M,4
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PR,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,6
PR,INDETERMINADA,DOMICILIO,"30 - 39",F,4
PR,INDETERMINADA,DOMICILIO,"30 - 39",M,7
PR,INDETERMINADA,HOSPITAL,"30 - 39",F,2
PR,INDETERMINADA,HOSPITAL,"30 - 39",M,2
PR,INDETERMINADA,OUTRO,"30 - 39",F,1
PR,INDETERMINADA,OUTRO,"30 - 39",M,2
PR,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,7
PR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,7
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,34
PR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,42
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
PR,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
PR,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,2
PR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",M,1
PR,PNEUMONIA,DOMICILIO,"30 - 39",M,3
PR,PNEUMONIA,HOSPITAL,"30 - 39",F,47
PR,PNEUMONIA,HOSPITAL,"30 - 39",M,64
PR,PNEUMONIA,OUTRO,"30 - 39",F,2
PR,PNEUMONIA,OUTRO,"30 - 39",M,1
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
PR,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
PR,SEPTICEMIA,HOSPITAL,"30 - 39",F,70
PR,SEPTICEMIA,HOSPITAL,"30 - 39",M,99
PR,SEPTICEMIA,OUTRO,"30 - 39",M,5
PR,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
PR,SRAG,HOSPITAL,"30 - 39",F,2
PR,SRAG,HOSPITAL,"30 - 39",M,7
PR,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,OUTRAS,DOMICILIO,"30 - 39",F,141
RJ,OUTRAS,DOMICILIO,"30 - 39",M,284
RJ,OUTRAS,HOSPITAL,"30 - 39",F,587
RJ,OUTRAS,HOSPITAL,"30 - 39",M,718
RJ,OUTRAS,IGNORADO,"30 - 39",F,4
RJ,OUTRAS,IGNORADO,"30 - 39",M,4
RJ,OUTRAS,OUTRO,"30 - 39",F,24
RJ,OUTRAS,OUTRO,"30 - 39",M,126
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,104
RJ,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,190
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",F,11
RJ,OUTRAS,VIA_PUBLICA,"30 - 39",M,123
RJ,COVID,DOMICILIO,"30 - 39",F,4
RJ,COVID,DOMICILIO,"30 - 39",M,5
RJ,COVID,HOSPITAL,"30 - 39",F,274
RJ,COVID,HOSPITAL,"30 - 39",M,336
RJ,COVID,OUTRO,"30 - 39",M,1
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,34
RJ,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,31
RJ,COVID,VIA_PUBLICA,"30 - 39",M,1
RJ,INDETERMINADA,DOMICILIO,"30 - 39",F,3
RJ,INDETERMINADA,DOMICILIO,"30 - 39",M,16
RJ,INDETERMINADA,HOSPITAL,"30 - 39",F,6
RJ,INDETERMINADA,HOSPITAL,"30 - 39",M,9
RJ,INDETERMINADA,OUTRO,"30 - 39",M,5
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,9
RJ,INDETERMINADA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,8
RJ,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,3
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RJ,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,6
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,93
RJ,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,83
RJ,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",M,2
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,23
RJ,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,26
RJ,PNEUMONIA,DOMICILIO,"30 - 39",F,6
RJ,PNEUMONIA,DOMICILIO,"30 - 39",M,9
RJ,PNEUMONIA,HOSPITAL,"30 - 39",F,135
RJ,PNEUMONIA,HOSPITAL,"30 - 39",M,204
RJ,PNEUMONIA,OUTRO,"30 - 39",M,4
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,17
RJ,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,36
RJ,PNEUMONIA,VIA_PUBLICA,"30 - 39",M,2
RJ,SEPTICEMIA,DOMICILIO,"30 - 39",M,3
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",F,217
RJ,SEPTICEMIA,HOSPITAL,"30 - 39",M,226
RJ,SEPTICEMIA,IGNORADO,"30 - 39",F,1
RJ,SEPTICEMIA,OUTRO,"30 - 39",M,2
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,19
RJ,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,23
RJ,SRAG,HOSPITAL,"30 - 39",F,19
RJ,SRAG,HOSPITAL,"30 - 39",M,21
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
RJ,SRAG,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
RN,OUTRAS,DOMICILIO,"30 - 39",F,23
RN,OUTRAS,DOMICILIO,"30 - 39",M,50
RN,OUTRAS,HOSPITAL,"30 - 39",F,67
RN,OUTRAS,HOSPITAL,"30 - 39",M,100
RN,OUTRAS,IGNORADO,"30 - 39",F,1
RN,OUTRAS,IGNORADO,"30 - 39",M,2
RN,OUTRAS,OUTRO,"30 - 39",F,3
RN,OUTRAS,OUTRO,"30 - 39",M,15
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
RN,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,10
RN,OUTRAS,VIA_PUBLICA,"30 - 39",F,1
RN,OUTRAS,VIA_PUBLICA,"30 - 39",M,45
RN,COVID,DOMICILIO,"30 - 39",F,1
RN,COVID,HOSPITAL,"30 - 39",F,27
RN,COVID,HOSPITAL,"30 - 39",M,30
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RN,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RN,INDETERMINADA,DOMICILIO,"30 - 39",F,2
RN,INDETERMINADA,DOMICILIO,"30 - 39",M,2
RN,INDETERMINADA,HOSPITAL,"30 - 39",F,2
RN,INDETERMINADA,HOSPITAL,"30 - 39",M,2
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,1
RN,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,12
RN,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,19
RN,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RN,PNEUMONIA,DOMICILIO,"30 - 39",F,2
RN,PNEUMONIA,DOMICILIO,"30 - 39",M,3
RN,PNEUMONIA,HOSPITAL,"30 - 39",F,16
RN,PNEUMONIA,HOSPITAL,"30 - 39",M,23
RN,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RN,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RN,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RN,SEPTICEMIA,HOSPITAL,"30 - 39",F,23
RN,SEPTICEMIA,HOSPITAL,"30 - 39",M,31
RN,SEPTICEMIA,OUTRO,"30 - 39",F,2
RN,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RN,SRAG,DOMICILIO,"30 - 39",M,1
RN,SRAG,HOSPITAL,"30 - 39",F,5
RN,SRAG,HOSPITAL,"30 - 39",M,8
RO,OUTRAS,DOMICILIO,"30 - 39",F,10
RO,OUTRAS,DOMICILIO,"30 - 39",M,30
RO,OUTRAS,HOSPITAL,"30 - 39",F,44
RO,OUTRAS,HOSPITAL,"30 - 39",M,74
RO,OUTRAS,OUTRO,"30 - 39",F,5
RO,OUTRAS,OUTRO,"30 - 39",M,19
RO,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,2
RO,OUTRAS,VIA_PUBLICA,"30 - 39",F,4
RO,OUTRAS,VIA_PUBLICA,"30 - 39",M,35
RO,COVID,HOSPITAL,"30 - 39",F,26
RO,COVID,HOSPITAL,"30 - 39",M,33
RO,INDETERMINADA,DOMICILIO,"30 - 39",F,1
RO,INDETERMINADA,DOMICILIO,"30 - 39",M,1
RO,INDETERMINADA,OUTRO,"30 - 39",M,2
RO,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,16
RO,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,8
RO,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RO,PNEUMONIA,HOSPITAL,"30 - 39",F,12
RO,PNEUMONIA,HOSPITAL,"30 - 39",M,14
RO,SEPTICEMIA,DOMICILIO,"30 - 39",F,1
RO,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
RO,SEPTICEMIA,HOSPITAL,"30 - 39",M,10
RO,SEPTICEMIA,VIA_PUBLICA,"30 - 39",M,1
RO,SRAG,HOSPITAL,"30 - 39",M,1
RR,OUTRAS,DOMICILIO,"30 - 39",F,6
RR,OUTRAS,DOMICILIO,"30 - 39",M,9
RR,OUTRAS,HOSPITAL,"30 - 39",F,24
RR,OUTRAS,HOSPITAL,"30 - 39",M,36
RR,OUTRAS,OUTRO,"30 - 39",F,1
RR,OUTRAS,OUTRO,"30 - 39",M,12
RR,OUTRAS,VIA_PUBLICA,"30 - 39",M,5
RR,COVID,HOSPITAL,"30 - 39",F,11
RR,COVID,HOSPITAL,"30 - 39",M,21
RR,COVID,OUTRO,"30 - 39",M,1
RR,INDETERMINADA,OUTRO,"30 - 39",F,1
RR,INDETERMINADA,OUTRO,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,1
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,3
RR,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,2
RR,INSUFICIENCIA_RESPIRATORIA,VIA_PUBLICA,"30 - 39",F,1
RR,PNEUMONIA,HOSPITAL,"30 - 39",F,10
RR,PNEUMONIA,HOSPITAL,"30 - 39",M,6
RR,SEPTICEMIA,HOSPITAL,"30 - 39",F,10
RR,SEPTICEMIA,HOSPITAL,"30 - 39",M,6
RS,OUTRAS,DOMICILIO,"30 - 39",F,78
RS,OUTRAS,DOMICILIO,"30 - 39",M,118
RS,OUTRAS,HOSPITAL,"30 - 39",F,288
RS,OUTRAS,HOSPITAL,"30 - 39",I,1
RS,OUTRAS,HOSPITAL,"30 - 39",M,281
RS,OUTRAS,IGNORADO,"30 - 39",F,16
RS,OUTRAS,IGNORADO,"30 - 39",M,13
RS,OUTRAS,OUTRO,"30 - 39",F,8
RS,OUTRAS,OUTRO,"30 - 39",M,44
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,15
RS,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,15
RS,OUTRAS,VIA_PUBLICA,"30 - 39",F,6
RS,OUTRAS,VIA_PUBLICA,"30 - 39",M,32
RS,COVID,DOMICILIO,"30 - 39",F,1
RS,COVID,DOMICILIO,"30 - 39",M,2
RS,COVID,HOSPITAL,"30 - 39",F,77
RS,COVID,HOSPITAL,"30 - 39",M,93
RS,COVID,IGNORADO,"30 - 39",F,2
RS,COVID,IGNORADO,"30 - 39",M,8
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,4
RS,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",M,3
RS,COVID,VIA_PUBLICA,"30 - 39",M,1
RS,INDETERMINADA,DOMICILIO,"30 - 39",M,10
RS,INDETERMINADA,HOSPITAL,"30 - 39",F,1
RS,INDETERMINADA,HOSPITAL,"30 - 39",M,1
RS,INDETERMINADA,IGNORADO,"30 - 39",F,1
RS,INDETERMINADA,OUTRO,"30 - 39",M,2
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
RS,INDETERMINADA,VIA_PUBLICA,"30 - 39",M,3
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,2
RS,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,5
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,48
RS,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",M,55
RS,INSUFICIENCIA_RESPIRATORIA,IGNORADO,"30 - 39",M,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTRO,"30 - 39",F,1
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,5
RS,INSUFICIENCIA_RESPIRATORIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,5
RS,PNEUMONIA,DOMICILIO,"30 - 39",F,1
RS,PNEUMONIA,DOMICILIO,"30 - 39",M,1
RS,PNEUMONIA,HOSPITAL,"30 - 39",F,66
RS,PNEUMONIA,HOSPITAL,"30 - 39",M,96
RS,PNEUMONIA,IGNORADO,"30 - 39",M,5
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,2
RS,PNEUMONIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,1
RS,SEPTICEMIA,DOMICILIO,"30 - 39",M,1
RS,SEPTICEMIA,HOSPITAL,"30 - 39",F,100
RS,SEPTICEMIA,HOSPITAL,"30 - 39",M,87
RS,SEPTICEMIA,IGNORADO,"30 - 39",F,5
RS,SEPTICEMIA,IGNORADO,"30 - 39",M,3
RS,SEPTICEMIA,OUTRO,"30 - 39",F,1
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",F,3
RS,SEPTICEMIA,OUTROS_SERVICOS_SAUDE,"30 - 39",M,4
RS,SRAG,HOSPITAL,"30 - 39",F,7
RS,SRAG,HOSPITAL,"30 - 39",M,6
RS,SRAG,IGNORADO,"30 - 39",M,2
SC,OUTRAS,DOMICILIO,"30 - 39",F,37
SC,OUTRAS,DOMICILIO,"30 - 39",M,79
SC,OUTRAS,HOSPITAL,"30 - 39",F,174
SC,OUTRAS,HOSPITAL,"30 - 39",M,214
SC,OUTRAS,OUTRO,"30 - 39",F,4
SC,OUTRAS,OUTRO,"30 - 39",M,26
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",F,6
SC,OUTRAS,OUTROS_SERVICOS_SAUDE,"30 - 39",M,9
SC,OUTRAS,POSTO_SAUDE,"30 - 39",F,1
SC,OUTRAS,VIA_PUBLICA,"30 - 39",F,5
SC,OUTRAS,VIA_PUBLICA,"30 - 39",M,29
SC,COVID,DOMICILIO,"30 - 39",M,1
SC,COVID,HOSPITAL,"30 - 39",F,40
SC,COVID,HOSPITAL,"30 - 39",M,61
SC,COVID,OUTRO,"30 - 39",M,1
SC,COVID,OUTROS_SERVICOS_SAUDE,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",F,1
SC,INDETERMINADA,DOMICILIO,"30 - 39",M,2
SC,INDETERMINADA,HOSPITAL,"30 - 39",F,1
SC,INDETERMINADA,OUTRO,"30 - 39",M,2
SC,INDETERMINADA,VIA_PUBLICA,"30 - 39",F,1
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",F,4
SC,INSUFICIENCIA_RESPIRATORIA,DOMICILIO,"30 - 39",M,3
SC,INSUFICIENCIA_RESPIRATORIA,HOSPITAL,"30 - 39",F,39
